ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1+StopWordRemoval,FNS31076,31076.TXT,0.85304,0.04716,0.08938,3

ROUGE-2+StopWordRemoval,FNS31076,31076.TXT,0.65132,0.02858,0.05477,3

ROUGE-SU4+StopWordRemoval,FNS31076,31076.TXT,0.70528,0.02571,0.04961,3

ROUGE-L+StopWordRemoval,FNS30782,30782.TXT,0.66681,0.20731,0.31628,3

ROUGE-1+StopWordRemoval,FNS30782,30782.TXT,0.73569,0.13250,0.22456,3

ROUGE-2+StopWordRemoval,FNS30782,30782.TXT,0.41355,0.06407,0.11095,3

ROUGE-SU4+StopWordRemoval,FNS30782,30782.TXT,0.51977,0.06359,0.11331,3

ROUGE-L+StopWordRemoval,FNS30781,30781.TXT,0.73762,0.11479,0.19866,4

ROUGE-1+StopWordRemoval,FNS30781,30781.TXT,0.76623,0.04713,0.08879,4

ROUGE-2+StopWordRemoval,FNS30781,30781.TXT,0.50985,0.02493,0.04754,4

ROUGE-SU4+StopWordRemoval,FNS30781,30781.TXT,0.60000,0.02390,0.04597,4

ROUGE-L+StopWordRemoval,FNS31757,31757.TXT,0.76074,0.14450,0.24287,4

ROUGE-1+StopWordRemoval,FNS31757,31757.TXT,0.71801,0.06506,0.11930,4

ROUGE-2+StopWordRemoval,FNS31757,31757.TXT,0.51180,0.03789,0.07056,4

ROUGE-SU4+StopWordRemoval,FNS31757,31757.TXT,0.57098,0.03330,0.06293,4

ROUGE-L+StopWordRemoval,FNS31879,31879.TXT,0.83243,0.15252,0.25781,4

ROUGE-1+StopWordRemoval,FNS31879,31879.TXT,0.65560,0.07174,0.12932,4

ROUGE-2+StopWordRemoval,FNS31879,31879.TXT,0.49288,0.04464,0.08187,4

ROUGE-SU4+StopWordRemoval,FNS31879,31879.TXT,0.52380,0.04026,0.07477,4

ROUGE-L+StopWordRemoval,FNS31517,31517.TXT,0.82403,0.19412,0.31422,4

ROUGE-1+StopWordRemoval,FNS31517,31517.TXT,0.78692,0.11475,0.20029,4

ROUGE-2+StopWordRemoval,FNS31517,31517.TXT,0.60621,0.07370,0.13142,4

ROUGE-SU4+StopWordRemoval,FNS31517,31517.TXT,0.64951,0.06662,0.12084,4

ROUGE-L+StopWordRemoval,FNS32848,32848.TXT,0.82535,0.14648,0.24880,3

ROUGE-1+StopWordRemoval,FNS32848,32848.TXT,0.78970,0.06438,0.11905,3

ROUGE-2+StopWordRemoval,FNS32848,32848.TXT,0.54845,0.03691,0.06917,3

ROUGE-SU4+StopWordRemoval,FNS32848,32848.TXT,0.62053,0.03330,0.06321,3

ROUGE-L+StopWordRemoval,FNS32849,32849.TXT,0.74028,0.32048,0.44731,3

ROUGE-1+StopWordRemoval,FNS32849,32849.TXT,0.72669,0.22221,0.34034,3

ROUGE-2+StopWordRemoval,FNS32849,32849.TXT,0.50076,0.12041,0.19414,3

ROUGE-SU4+StopWordRemoval,FNS32849,32849.TXT,0.56688,0.11314,0.18863,3

ROUGE-L+StopWordRemoval,FNS32609,32609.TXT,0.78534,0.14730,0.24807,3

ROUGE-1+StopWordRemoval,FNS32609,32609.TXT,0.82457,0.06773,0.12518,3

ROUGE-2+StopWordRemoval,FNS32609,32609.TXT,0.59156,0.04284,0.07989,3

ROUGE-SU4+StopWordRemoval,FNS32609,32609.TXT,0.64636,0.04072,0.07661,3

